47652,47656,47651,47653,47657,47655,49123,39288,39292,56751,50059,50054,50056,49122,41552,49126,49647,point
0.6875,0.5625,0.4375,0.34375,0.25,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.65625,0.5,0.3125,0.28125,0.21875,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0.21875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.625,0.46875,0.3125,0.28125,0.25,0.25,0,0,0.21875,0,0,0,0,0,0,0,0,12
0.625,0.5625,0.40625,0.28125,0.3125,0.28125,0,0.3125,0,0,0,0,0,0,0,0,0,12
0.65625,0.5,0.3125,0.28125,0.25,0.25,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.625,0.53125,0.28125,0.28125,0.25,0.21875,0,0,0.21875,0,0,0,0,0,0,0,0,12
0.625,0.46875,0.3125,0.3125,0.21875,0.1875,0,0.15625,0,0,0,0,0,0,0,0,0,12
0.625,0.46875,0.3125,0.3125,0.21875,0.1875,0,0,0.15625,0,0,0,0,0,0,0,0,12
0.71875,0.53125,0.4375,0.34375,0.25,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.625,0.53125,0.3125,0.28125,0.25,0.21875,0,0,0.15625,0,0,0,0,0,0,0,0,12
0.84375,0.625,0.59375,0.53125,0,0.4375,0.21875,0.34375,0,0,0,0,0,0,0,0,0,12
0.65625,0.5625,0.4375,0.3125,0.25,0.25,0,0.3125,0,0,0,0,0,0,0,0,0,12
0.625,0.46875,0.3125,0.28125,0.25,0.21875,0,0,0.15625,0,0,0,0,0,0,0,0,12
0.625,0.5,0.40625,0.28125,0.28125,0.25,0,0.21875,0,0,0,0,0,0,0,0,0,12
0.65625,0.5,0.40625,0.28125,0.28125,0.25,0,0.25,0,0,0,0,0,0,0,0,0,12
0.625,0.46875,0.3125,0.3125,0.21875,0.21875,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0.53125,0.375,0.28125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.59375,0.53125,0.40625,0.25,0.28125,0.25,0.25,0,0,0,0,0,0,0,0,0,0,12
0.625,0.53125,0.28125,0.28125,0.25,0.25,0,0,0.21875,0,0,0,0,0,0,0,0,12
0.625,0.53125,0.28125,0.28125,0.21875,0.28125,0,0,0.15625,0,0,0,0,0,0,0,0,12
0.59375,0.5625,0.40625,0.25,0.28125,0.25,0.28125,0,0,0,0,0,0,0,0,0,0,12
0.84375,0.65625,0.5625,0.5,0.34375,0.40625,0.21875,0,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.34375,0.3125,0.25,0.28125,0,0,0.21875,0,0,0,0,0,0,0,0,12
0.625,0.53125,0.3125,0.28125,0.25,0.28125,0,0,0.25,0,0,0,0,0,0,0,0,12
0.71875,0.5,0.375,0.25,0.21875,0.21875,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.625,0.4375,0.3125,0.3125,0.21875,0.21875,0,0,0.15625,0,0,0,0,0,0,0,0,12
0.625,0.5625,0.28125,0.28125,0.28125,0.28125,0,0,0.21875,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0.3125,0.28125,0.25,0,0.3125,0,0,0,0,0,0,0,0,0,12
0.625,0.53125,0.3125,0.28125,0.25,0.25,0,0,0.15625,0,0,0,0,0,0,0,0,12
0.65625,0.53125,0.40625,0.25,0.28125,0.21875,0,0.21875,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0.21875,0.21875,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.625,0.5625,0.40625,0.28125,0.28125,0.25,0,0.3125,0,0,0,0,0,0,0,0,0,12
0.65625,0.53125,0.4375,0.28125,0.28125,0.25,0,0.3125,0,0,0,0,0,0,0,0,0,12
0.71875,0.5,0.4375,0.28125,0.28125,0.25,0,0.21875,0,0,0,0,0,0,0,0,0,12
0.84375,0.65625,0.5625,0.5,0.21875,0.34375,0,0,0,0.1875,0,0,0,0,0,0,0,12
0.6875,0,0.4375,0.34375,0.25,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0.34375,0.25,0,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0.34375,0.25,0.21875,0,0,0,0,0,0,0,0,0,0,0,12
0.6875,0,0.4375,0.34375,0.25,0.21875,0,0,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0,0.25,0,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.6875,0,0,0.34375,0.25,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0.34375,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0.34375,0.25,0,0,0,0,0,0,0,0,0,0,0,0,12
0.6875,0,0.4375,0.34375,0,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0,0.34375,0,0.21875,0,0.34375,0,0,0,0,0,0,0,0,0,12
0.6875,0.5625,0.4375,0,0.25,0.21875,0,0,0,0,0,0,0,0,0,0,0,12
0.65625,0.5,0,0.28125,0.21875,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0.5,0.3125,0,0.21875,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0,0.3125,0.28125,0.21875,0.28125,0,0,0,0,0,0,0,0,0,0,0,12
0.65625,0.5,0.3125,0,0,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0,0.3125,0.28125,0,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0.5,0.3125,0.28125,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0,0.3125,0.28125,0.21875,0,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0.5,0,0,0.21875,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0.5,0,0.28125,0,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.65625,0,0,0.28125,0.21875,0.28125,0,0,0.1875,0,0,0,0,0,0,0,0,12
0.625,0.5,0,0.3125,0.21875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0.21875,0.1875,0,0,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0,0.3125,0.21875,0,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0,0,0.21875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0,0.21875,0.1875,0,0,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,12
0.625,0,0.3125,0.3125,0.21875,0.1875,0,0,0,0,0,0,0,0,0,0,0,12
0.625,0.5,0.3125,0.3125,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,12
